step,optimizer_phase,optimizer_iteration,optimizer_evaluation,learning_rate,evaluation_success,objective,gradient_rms,gradient_inf,activation_update_rms,forward_converged,forward_iterations,forward_failure,line_search_failures,equilibrium_residual_rms,min_det_f,min_det_g,min_det_ainv,min_singular_ainv,top_target_mae,top_target_rms,top_target_max,top_error_rms,top_highpass_rms,top_slope_rms,top_curvature_rms,activation_neighbor_jump_rms,activation_rms
10,adam,10,11,0.02713146225026413,1,0.0004598981847783488,3.2760479281549603e-06,1.590226981898409e-05,0.01975839102716787,1,59,,0,5.3432390318122865e-11,0.31553040187559067,0.31553040187559067,0.4360328625279312,0.4405239414890649,0.018330936473783373,0.021445236878578626,0.03641645734056891,0.018500115698942003,0.0015218009661913702,0.2360207870382162,12.763543166169821,0.05884105384239468,0.2556407686806484
11,adam,11,12,0.02686014762776149,1,0.0003954858102951146,3.780807610674877e-06,1.9437148807450327e-05,0.01667349312054093,1,50,,0,9.581912370777236e-11,0.6021767911871069,0.46175388346435486,0.389113868254234,0.39275048963272013,0.01702504275746191,0.01988682504310617,0.0331055110690366,0.01745187611267411,0.0019997918253267613,0.28774507208465955,16.159527942716775,0.06646270481352586,0.26800765162462864
12,adam,12,13,0.026591546151483875,1,0.00045539320119168745,7.186419197276579e-06,6.219234266267599e-05,0.015549316966537224,1,66,,0,6.779802304131968e-11,0.5217387261356229,0.4509833855177704,0.3400152994544255,0.3497374407935751,0.017974375105427643,0.021339943795420067,0.03718121183298669,0.01858649922915097,0.0024964130832693127,0.3784115326340294,18.614983501090936,0.07731295898107694,0.2777869427011071
13,adam,13,14,0.026325630689969032,1,0.0002924669398719966,8.163493298356602e-06,9.99779675354244e-05,0.013014573202324659,1,20,,0,8.573127619359622e-09,0.4890396973740663,0.41187348853695394,0.2915908144106483,0.30294328894818473,0.01441869283357516,0.0171016648274955,0.0359060987849392,0.015344899495852039,0.002514391365957706,0.34611843450622376,19.54827086553402,0.08712391747512847,0.283670502032943
14,adam,14,15,0.026062374383069346,1,0.00028111768948933027,3.0053835899703403e-06,2.6517516863557566e-05,0.013065557021737097,1,27,,0,3.866949307891747e-09,0.5185735396852914,0.38762772372918025,0.24624142937471563,0.2573055052407118,0.014433098933619298,0.01676656462992137,0.034558332598593734,0.015040546462866771,0.002734600640884554,0.37480514117117586,21.660308621935584,0.09818053744157824,0.28925642354958997
15,adam,15,16,0.025801750639238653,1,0.0002526038454047756,2.88970415739666e-06,1.9264307137302947e-05,0.011582425412201405,1,48,,0,5.245253965291833e-10,0.5432532195958704,0.3707147683133985,0.2042659487491692,0.21468710562716645,0.013815522283891069,0.015893515828940292,0.030792227990452822,0.013826260037674776,0.002745017730225762,0.3738175406307658,22.145367124226322,0.10879673403720068,0.29432461123021614
16,adam,16,17,0.025543733132846264,1,0.00019745134328725527,2.1417452209033656e-06,1.3046808964077939e-05,0.010953120413066668,1,30,,0,1.1460247422728185e-09,0.45815773466150383,0.3636233493947532,0.1653497040804993,0.17474837387620695,0.012289442968866767,0.014051738087768903,0.027050474233135495,0.012027718817452975,0.002715900863997494,0.36497022201447316,22.748657382008428,0.11930880035226311,0.2991834084356569
17,adam,17,18,0.025288295801517802,1,0.000150947123946045,1.5790030784470352e-06,1.2204031504980787e-05,0.010697920549852686,1,39,,0,6.444304296966543e-09,0.5230465564950044,0.36333350194822583,0.1247873709791096,0.13211365223878851,0.010762741074548459,0.01228605404294011,0.025303565807365636,0.010192545276635816,0.0026171632196440747,0.3516558346465786,23.42350356429162,0.12946090236797508,0.3040519500083144
18,adam,18,19,0.025035412843502625,1,0.0001170314751775543,1.8212292066633942e-06,2.2639712660812875e-05,0.010267487118403695,1,40,,0,1.501806700114043e-09,0.423333959913181,0.36513196914114177,0.07788759381080698,0.08259624694962868,0.00962024737182725,0.010818108669150735,0.021529960909659255,0.008403878451247855,0.0024769989622009337,0.33644661080478727,24.223893400113646,0.13926571512230976,0.3088741111648308
19,adam,19,20,0.024785058715067598,1,9.93828593442665e-05,7.973952993853997e-06,0.0003916774320633273,0.009651348829435594,1,107,,0,3.3315392376074837e-09,0.38057274470811986,0.1003826206424015,0.03578758239718827,0.038008380745104375,0.008982853792334346,0.009969095211917002,0.01693758259309375,0.007260303139121109,0.00233111661306532,0.3214730946403147,23.28592811298279,0.14864122419724288,0.31340416463557297
20,adam,20,21,0.02453720812791692,1,9.055156943517251e-05,1.878098697141748e-06,2.6327942794427414e-05,0.008924217402205807,1,31,,0,3.125870771470167e-09,0.2606143176132287,-0.002528342250476174,-0.0031168802887611346,0.003312717084437559,0.008426227617961767,0.009515858838548021,0.01771263708596372,0.006737217483372068,0.0023345167155460773,0.3191653522518313,23.877446501673347,0.15707025557498863,0.31722879202233223
21,adam,21,22,0.024291836046637753,1,7.382206967585776e-05,2.2059941864448113e-06,3.4655531657626296e-05,0.008315780846566308,1,37,,0,1.6554304844876883e-09,-0.7139194625063098,-0.06288506504593537,-0.04463781699288045,0.0021798067067653293,0.007650287097486931,0.008591977052800931,0.01649087076233003,0.0061473317055623115,0.002212353208935429,0.30158705345994463,23.28557912828721,0.16478484404075602,0.3203752467447034
22,adam,22,23,0.024048917686171376,1,6.520549163398214e-05,1.9531503558737037e-06,4.729936193489795e-05,0.007785088984256686,1,44,,0,4.692020989868532e-11,-13.47682459498361,-0.0970796017162506,-0.08069311861535416,0.00029306132793371117,0.007150775980025648,0.008074991742038014,0.016903301694347075,0.00607347918943623,0.0021299530328983906,0.29090678090711836,22.979335829653387,0.17173990739669595,0.3227180821593953
23,adam,23,24,0.02380842850930966,1,6.676554926001059e-05,6.506448221167929e-06,0.0003164652489078304,0.007416623028580375,1,102,,0,2.1216441630230023e-11,-19.541860485614432,-0.1275129449520126,-0.11362445936662652,0.0009644845607932205,0.0073215620787263885,0.008171018863031133,0.01458331525480952,0.006721451087651018,0.0019617512326492955,0.2730068065461461,21.98962565581635,0.17791504217906634,0.32436973271342523
24,adam,24,25,0.023570344224216562,1,5.140818986110089e-05,5.4582708479189966e-06,0.00016821509713776462,0.007173393570056784,1,118,,0,6.023908169356667e-09,-46.44574822476825,-0.15049119507401745,-0.14457559393251004,0.0015262740558744054,0.006480074591574793,0.0071699504782879,0.012954163317369339,0.005487220732041603,0.0018747447934048661,0.2564057840584122,20.39182477564095,0.18340505160139803,0.32558969193289755
25,adam,25,26,0.0233346407819744,1,4.0619514654543136e-05,2.0742978628134657e-06,4.768812067528264e-05,0.006906826787856228,1,54,,0,5.149364353433069e-10,-21.242435496751195,-0.15863549493206466,-0.1758676837783846,0.0011833552044396099,0.005747405445166218,0.006373344071564247,0.013123000991255641,0.004700186514656447,0.0019520017546890464,0.2593390308986282,20.49774288332431,0.18807234704494966,0.3263722722961952
26,adam,26,27,0.023101294374154653,1,3.3893512311122096e-05,1.6656425868731551e-06,4.2525611138036536e-05,0.00643450861673957,1,43,,0,1.4191716802367403e-09,-16.82650884117721,-0.17668608677564923,-0.20373981426346544,0.0005216439980967864,0.005240058381660221,0.005821813489894888,0.010654161274104063,0.004042119621827095,0.0017198938724550807,0.23512188349737795,19.330805608914233,0.19227288679395826,0.32694758770460336
27,adam,27,28,0.022870281430413107,1,4.1914374983005095e-05,3.923314079014689e-06,9.498104477404204e-05,0.006037886401243295,1,112,,0,4.4210474071848895e-10,-25.606965471608454,-0.04037784971220034,-0.22909578118298426,6.731626548006579e-05,0.005668906885624466,0.006474131214534124,0.015418707595419141,0.004569981354746175,0.0016647602756563998,0.23256808733686343,18.759484066166454,0.19608570754989293,0.3274116522997246
28,adam,28,29,0.022641578616108975,1,2.442222552355814e-05,9.422234339050831e-07,2.5156109515747898e-05,0.0058746363919068255,1,62,,0,1.2136661728521203e-09,-18.856002018678893,-0.2221545549048777,-0.2526248043059832,0.0007311376305584251,0.004500500349740238,0.00494188481488168,0.011511634743398672,0.003491324491541097,0.0016818479447782736,0.2280355676550955,19.11989689240519,0.1995377535578482,0.3278125928661301
29,adam,29,30,0.022415162829947884,1,2.4176961410607714e-05,2.424447042231443e-06,7.952278172574679e-05,0.005445073981683684,1,90,,0,4.856113441887823e-09,-14.802294933458567,-0.2672458764545921,-0.28350872777775693,0.002523192179368516,0.004431580297844735,0.0049170073632858954,0.010908326848808112,0.003474588614758208,0.0016643167504886607,0.22723205662778578,19.862258863409714,0.20277585655631786,0.32818056439020227
30,adam,30,31,0.022191011201648406,1,2.7520336360135587e-05,1.1456699737471067e-05,0.0003583330266700959,0.005022194307701949,1,35,,0,2.6742883623024645e-10,-16.107854077407065,-0.257247029879504,-0.31297069451089843,0.0018516963890716105,0.004446940463682288,0.005245982878368513,0.014925098023699018,0.003639799001970036,0.0015652146014260818,0.2224003559248254,20.220584989024037,0.2057402619129316,0.32855999755270415
31,adam,31,32,0.021969101089631925,1,2.6857788824350583e-05,6.656735965964809e-06,0.00021398149920262438,0.004849786137414025,1,108,,0,1.184948194092913e-11,-15.22887062163186,-0.2396663863909355,-0.33978938890550886,0.0005182847006482119,0.004292651565049501,0.005182450079291703,0.016920526335899227,0.0034230930081607853,0.0016188910873441466,0.22656938198346765,20.30911775713081,0.2084377985618641,0.3288633792390716
32,adam,32,33,0.0217494100787356,1,2.9629858476014872e-05,5.275671169382756e-06,0.0002090999545315538,0.004508076959247644,1,41,,0,4.595636146599536e-09,-15.782647051113763,-0.2253293160033315,-0.3653850167343025,0.0009079122629091764,0.00438353758721068,0.0054433315603603346,0.01714674139318839,0.003511424368981021,0.0015663405412454563,0.22246288790458071,20.389830047357307,0.2109503226668046,0.3291309659708772
33,adam,33,34,0.021531915977948245,1,1.7508709079284864e-05,3.864672380524701e-06,0.0001627422144471407,0.004339252192746802,1,55,,0,1.7235576404861498e-09,-18.621568064999977,-0.21198851196466492,-0.39175918201192794,0.0007395424846472285,0.0036519608149447745,0.004184340937266568,0.008787806580012159,0.003031013087727712,0.0013318195448697883,0.1975074927248247,18.97719711882259,0.21323334332132562,0.32928949982176453
34,adam,34,35,0.021316596818168762,1,1.6828571873144517e-05,3.2125619600369463e-06,9.870746033085933e-05,0.00399117291702163,1,24,,0,1.1905572215829945e-09,-20.34004537738175,-0.1960463551820741,-0.4178464579592489,0.0007235949400232407,0.003628866097377985,0.004102264237362644,0.008767285280936633,0.0028204713487793246,0.00136770467033336,0.20220450995291456,19.263502073502572,0.21538791136116914,0.3295552299914433
35,adam,35,36,0.021103430849987073,1,1.4683312195091124e-05,1.7128453807827895e-06,5.494644499017209e-05,0.003753744316648876,1,52,,0,4.984363219967849e-10,-22.54884158772614,-0.17442996663751947,-0.44410754210007497,0.0008146065836593234,0.003339809788881873,0.0038318810256962733,0.009188884358889865,0.002312819626550225,0.0012459121257933747,0.19129718744990787,18.62784495007221,0.21744332649441067,0.32988382007989947
36,adam,36,37,0.020892396541487203,1,1.2312551159561984e-05,9.529704442307337e-07,2.8591075393455484e-05,0.0034569669707511822,1,27,,0,5.890358821114052e-09,-22.813110840180304,-0.15644852393838532,-0.46772741993625844,0.0010699831101217492,0.003119889348636815,0.0035089245018327174,0.007710935511593594,0.0021653412582853153,0.0012191076517359832,0.1894192014481877,18.581276342825216,0.2194246792016826,0.33023210459001473
37,adam,37,38,0.02068347257607233,1,1.4044738527198853e-05,1.8519819360969024e-06,5.6700915756878195e-05,0.0032659401928470454,1,27,,0,8.855088387114045e-10,-32.43935635669739,-0.1554837393534065,-0.4885472197709107,0.001634760343470054,0.003305268964653565,0.0037476310553733612,0.008879535273691924,0.0025859261567952084,0.0012559334685240968,0.1939013846061467,19.267973036363966,0.22129729802939924,0.3305957499361572
38,adam,38,39,0.020476637850311608,1,1.1756410647286256e-05,1.2510516664012878e-06,3.839026544087715e-05,0.0030368708733035923,1,43,,0,2.7590307362277492e-09,-24.828485525426185,-0.16267682992084284,-0.5070493357219606,0.006684635115960211,0.003069560927916359,0.003428762261704106,0.007748594395837031,0.0022329209627629477,0.0012265615924930914,0.19107059087850845,19.27630683433856,0.22305948922682978,0.33102987956411234
39,adam,39,40,0.020271871471808492,1,9.346459536685826e-06,4.7657315267157117e-07,7.563613180033328e-06,0.0028965353852079085,1,26,,0,1.3318885110703756e-10,-20.536993891381098,-0.18157276434020253,-0.5237336681997683,0.0006768830873734527,0.0027674128397058313,0.003057197987812668,0.00706923826139216,0.001872664968474455,0.0011345235180585357,0.18364663876675405,18.747830355047103,0.22470290335258256,0.331497305387837
40,adam,40,41,0.020069152757090408,1,8.67062715873349e-06,7.238802092964317e-07,2.2197299926017583e-05,0.0027548995576037673,1,10,,0,4.772215931566724e-09,-20.032128118809162,-0.19760356017762198,-0.5388208560778298,0.0021139873969008805,0.002643490654307158,0.002944592868077604,0.006509326236169674,0.0017273161476426655,0.0010439684817275055,0.1762096359545137,18.067733328192677,0.2262406945868204,0.331947546860122
41,adam,41,42,0.019868461229519505,1,8.280509239199529e-06,5.43903069450441e-07,6.272545758595833e-06,0.002533465641730379,1,20,,0,6.706730629580565e-09,-20.21497325541529,-0.2158009682133436,-0.5520320562572708,0.005661959811575841,0.0026197182272354566,0.0028775873990548972,0.005959564228704576,0.001568989032869234,0.00098255795803127,0.17109182751819418,17.754692182002614,0.22766611550921997,0.3323625998043427
42,adam,42,43,0.019669776617224306,1,9.004152469242976e-06,1.1688527605554767e-06,2.6517690319514663e-05,0.0022442836494705773,1,22,,0,4.613429566631892e-11,-20.561667575517244,-0.1541060310679113,-0.5636786952968272,0.0033799565325801843,0.002729834275866617,0.003000691998396866,0.0060996423543951675,0.0016921175847782882,0.0009298117431805659,0.16602355863723472,17.34875951943853,0.22893815873938078,0.33271336069598223
43,adam,43,44,0.019473078851052063,1,7.803134623161925e-06,6.334519624537395e-07,1.199606834450225e-05,0.002109519323442382,1,14,,0,5.4852791134771615e-09,-20.907010706739367,-0.10574087855965347,-0.5736462855552924,0.006329017936813881,0.002523887516375291,0.002793409139951025,0.0058973194472832745,0.0015826333653576794,0.000927523630836431,0.1660366343743062,17.45589965340843,0.23004068606127773,0.33308138944948756
44,adam,44,45,0.019278348062541542,1,7.2032532841729214e-06,6.033324006979864e-07,1.3662112160665159e-05,0.002005296463387773,1,14,,0,3.9183806587115706e-09,-21.10835990327873,-0.06131812651094026,-0.5829416593532619,0.011153352731102371,0.0024036485587741385,0.00268388771824995,0.005952179314714226,0.0014878700131802326,0.00090454760447892,0.16408591390654145,17.37688169921166,0.23107790282220583,0.3334663203879932
45,adam,45,46,0.019085564581916126,1,7.545932474386344e-06,6.037100220898547e-07,1.4270090925483667e-05,0.0019136300911006792,1,44,,0,8.370686352241883e-11,-21.149410139134297,-0.06080998894155292,-0.5918365087284593,0.006754510958166578,0.0024448413915866027,0.0027469860710215375,0.005992307656900466,0.0015211230791233388,0.0008825281371091897,0.16270646077652845,17.081273085328856,0.23205220385888684,0.3338655020598652
46,adam,46,47,0.018894708936096967,1,6.904528529819981e-06,4.6279337678371617e-07,1.2687785851916952e-05,0.0017930547750021157,1,12,,0,7.43875741372807e-09,-21.126300389938447,-0.06339127608182485,-0.6005497190374846,0.0033730459901132855,0.0023470694806188215,0.002627646956845607,0.005727818036687853,0.0013761354447539697,0.0008743520098195196,0.16205810745834634,17.04393279421689,0.23292752035713568,0.33425328573555857
47,adam,47,48,0.018705761846736,1,6.595582154897807e-06,4.90200589900361e-07,1.232194072692067e-05,0.0017066443438036043,1,13,,0,4.563388776292315e-09,-21.295169200143295,-0.0661908897366578,-0.6088024652679261,3.4820395684679224e-05,0.0022974489120143682,0.0025681865498631143,0.005408583325382827,0.0012864355997424131,0.0008823070642613589,0.16298001171803966,17.197710022217198,0.23370532679445294,0.3346338905945981
48,adam,48,49,0.018518704228268637,1,5.9707005668985825e-06,1.400580911817957e-06,7.15281758705738e-05,0.0016967296237254176,1,22,,0,2.714621456641136e-09,-21.54187498344185,-0.06835226166177343,-0.6164411887194992,0.0007046681233333054,0.0022175000336865287,0.002443501701840738,0.00488202050168911,0.0014163804426076067,0.0008906711470050393,0.16348004825697368,17.168888349532335,0.23439877268565565,0.33500189571394823
49,adam,49,50,0.01833351718598595,1,5.5722687474446705e-06,9.971948410776466e-07,5.073396984628613e-05,0.0016019013464989328,1,16,,0,7.290500584847934e-09,-21.703831186305063,-0.07031650140425706,-0.6236113658584402,0.0020703486886677457,0.0021586861938579643,0.002360565344879203,0.004679952192148765,0.0013247915546313216,0.0008805530366209483,0.16331574881585373,17.194105301540013,0.2350152130023923,0.33535300278916286
50,adam,50,51,0.01815018201412609,1,5.137628037753313e-06,6.006077977889839e-07,1.9151933627979367e-05,0.001504738345287082,1,14,,0,8.174217210289977e-09,-21.709607258504754,-0.07159156213967204,-0.6303860548469348,0.004731016175257032,0.00205536584370502,0.0022666336355382432,0.004145951301210404,0.0012139204391389037,0.0008663203262380319,0.16154407317191957,16.963710819416203,0.2355570484563428,0.33565021272850104
51,adam,51,52,0.01796868019398483,1,5.748817234095426e-06,7.43688652240583e-07,1.940778589175772e-05,0.0014480534879173224,1,14,,0,4.134980443852111e-09,-21.5202924880693,-0.07442016732476331,-0.6365823005775776,0.0026972083350584896,0.0020883266824517554,0.002397669125232968,0.005453656698747769,0.0012743482977976865,0.0008715463154387259,0.16174042424388704,16.789608258703435,0.23604742734796166,0.3359105252032357
52,adam,52,53,0.017788993392044983,1,5.294144772142124e-06,4.992644091993253e-07,1.5507531474746207e-05,0.0013352246021040588,1,12,,0,6.946521768327005e-10,-21.194131710060258,-0.07456515940456646,-0.6421678725236941,0.005306164250788866,0.0020353474309096303,0.002300900860998171,0.004685140810778892,0.00125034765270941,0.0008477272295667624,0.16010091969918835,16.51437147504137,0.23646238919675608,0.33612198462941506
53,adam,53,54,0.01761110345812453,1,4.692377214769389e-06,5.820645893309113e-07,1.57579715632164e-05,0.0013396890727302658,1,5,,0,3.7198342734014918e-09,-20.71631941398565,-0.07370089426336379,-0.6469782051312675,0.0009673533565517223,0.0019564411101766605,0.0021661895611348025,0.004278084583399068,0.001214587664861249,0.0008180867950037986,0.15799546852084512,16.337467946418755,0.236796870277738,0.33626061295132825
54,adam,54,55,0.017434992423543287,1,4.588914319848344e-06,4.6512503542471966e-07,8.570231699461046e-06,0.0013144090249776516,1,10,,0,1.3460806730840304e-10,-18.8104653901556,-0.07343806975406077,-0.6510555369849471,4.5323761096822494e-05,0.00191648323892833,0.002142175137529223,0.004641138329573455,0.0011374839059601785,0.000800973426861302,0.15638976726288312,16.14070705312779,0.23708742809534403,0.33633113527548386
55,adam,55,56,0.017260642499307855,1,4.2089685480268405e-06,4.2718182343024825e-07,1.0775593468802267e-05,0.001236422672417124,1,13,,0,4.813492168572559e-10,-17.89822710864543,-0.0668570481810769,-0.6544522828470398,0.0011198515098109916,0.001834933320086533,0.002051577088004943,0.004649188215671008,0.0010271583757253684,0.0007876430356909699,0.15271246936831492,14.61926058242929,0.2373347271443916,0.3363461060580469
56,adam,56,57,0.017088036074314774,1,4.288064236594779e-06,2.4798286831746313e-07,3.532614181972634e-06,0.001198152194413414,1,22,,0,5.977781198322413e-09,-18.84865237361197,-0.051032443435109515,-0.6573217075174207,0.00014177485948488975,0.0018640978172777157,0.0020707641673050987,0.004418372957699591,0.0011975659700074904,0.00080328368225004,0.1528546871434264,14.506394778435794,0.23754166977570512,0.3363267498822662
57,adam,57,58,0.016917155713571625,1,4.094785547347987e-06,2.771545263954708e-07,4.313869764285107e-06,0.0010902806331208608,1,14,,0,2.8207961449464752e-11,-19.308559982443768,-0.04874183028064632,-0.6600032936369657,0.0001192574027530749,0.0018205092177317277,0.002023557646163802,0.004155192905192299,0.00115801237227049,0.0007964475861526186,0.15216184656923668,14.530216793345643,0.23773092659261705,0.33630727849150466
58,adam,58,59,0.01674798415643591,1,3.593433681574635e-06,1.9826695388742157e-07,3.3137439193361127e-06,0.001079200331308596,1,13,,0,6.152846773117713e-09,-19.30946334013134,-0.04672028799882864,-0.6626099046522683,8.656507039045829e-07,0.0017131679269793926,0.0018956354294997323,0.00393978665114763,0.0010014662141017905,0.0007512705420207445,0.14932615573344143,14.299956186467472,0.2379245404000262,0.33631203169912455
59,adam,59,60,0.016580504314871552,1,3.536929824402501e-06,2.0108278254333509e-07,3.4683842700276883e-06,0.0010054675503041917,1,4,,0,5.753244346786761e-09,-19.131746793535047,-0.06256576957896152,-0.6651949419978006,0.0020527214977917266,0.0016980559002007828,0.0018806727052846012,0.003834421682934607,0.0010249866082335283,0.0007437741846389525,0.14905169238784893,14.352129284070484,0.23810737719466446,0.3363406501081886
60,adam,60,61,0.016414699271722837,1,3.5563361666404105e-06,3.3416131818177913e-07,1.2412731401519142e-05,0.00092731936211232,1,5,,0,1.3339944633661214e-09,-19.039458604923862,-0.07666059376606883,-0.6677500086038461,0.0005785573735973725,0.001690553620855864,0.0018858250625761687,0.0040780369900870975,0.0010439420946102484,0.0007516592325812021,0.1498097036214697,14.43767337419782,0.23827978856759163,0.3363959703137616
61,adam,61,62,0.016250552279005605,1,3.3125660231103476e-06,1.8740949412590546e-07,3.865515582109136e-06,0.0008903640129501251,1,6,,0,7.291391408572278e-09,-19.268342142289512,-0.0838416178660022,-0.6702103232338908,0.0019031963908465455,0.0016346649434830249,0.0018200456101730934,0.003782723653950261,0.0009980430308315614,0.0007365524966333563,0.14905079889746228,14.394650412638832,0.23844040967774013,0.3364701266555659
62,adam,62,63,0.01608804675621555,1,3.1194260189854994e-06,1.411596688949796e-07,2.454449957697001e-06,0.0008690180591443181,1,3,,0,7.29667750991966e-09,-19.4490131769567,-0.08681180833533333,-0.6726106886618292,0.004470931406165584,0.0015828145132378755,0.0017661896894120687,0.0037670647156204176,0.0009416110086369642,0.0007355589526553584,0.14901617356409258,14.371022734662322,0.23859339680510808,0.3365562888142646
63,adam,63,64,0.015927166288653396,1,2.9817932108748687e-06,1.2886251931313094e-07,2.217262602687345e-06,0.0008396999881485139,1,3,,0,1.5359697361850195e-09,-19.536681167157404,-0.08629549928970721,-0.6748943630828574,0.007019343548669381,0.0015466699088153813,0.0017267869616356469,0.0036145564054095494,0.0008942352493772536,0.0007340587092103128,0.14883838469475305,14.32660541597839,0.2387427896200309,0.3366460681850522
64,adam,64,65,0.01576789462576686,1,2.89324463584227e-06,1.5292101851324668e-07,3.7315315733837862e-06,0.0007920330145188304,1,3,,0,7.015863099963618e-10,-19.566392828175243,-0.08348405801466809,-0.6769705983377945,0.009027053807454038,0.0015276036797203043,0.0017009540369575746,0.003442991305673607,0.00086711422209603,0.000731765390018868,0.14856926498239514,14.275542150946428,0.23889075682401206,0.3367332720204417
65,adam,65,66,0.01561021567950919,1,2.7909982831426635e-06,1.4726653791643097e-07,3.9495223821284315e-06,0.0007442256395447419,1,3,,0,2.6449845424333665e-10,-19.563890224184977,-0.07917266234535447,-0.6787605122332604,0.008380855089761823,0.0015050878464527202,0.0016706281103652792,0.003332211894666137,0.0008471133611073922,0.0007283235485098491,0.14820612938264194,14.22617911432472,0.23903484339716355,0.33681235551252875
66,adam,66,67,0.015454113522714098,1,2.6718437697824033e-06,1.1238544757301839e-07,2.4532384689222773e-06,0.000709930437216722,1,3,,0,4.981387429504982e-10,-19.537940183837915,-0.07378919519611142,-0.680231262678922,0.0017091153826290684,0.001479245167961954,0.001634577550862119,0.003114159694019238,0.0008319026062688081,0.0007239082493876308,0.14778558678300913,14.179100195416435,0.23916887595676792,0.33687837613916505
